Title	URL	Assignees	Status	Estimated size	Real size
Research Open Search regarding performance	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/177		Product Backlog		
Update/Extend Documentation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/183		Product Backlog		
Code Cleanup	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/155		Product Backlog		
SBOM Update	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/165		Product Backlog		
View for Test Summary	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/63		Product Backlog		
Query Refactoring	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/117		Product Backlog		
Add Linting to CI/CD Pipeline	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/103		Product Backlog		
Test success indicator	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/172		Product Backlog		
Architecture (Diagram) Refactoring	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/118		Product Backlog		
Query Timeout Handling	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/169		Product Backlog		
Grafana: Dashboard creation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/193		Product Backlog		
Compound Queries	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/145	Carlit0, Leolingio	Sprint Backlog	2	
Research: Look into queuing (OpenSearch)	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/181	Carlit0, Leolingio	Sprint Backlog	2	
Fix Queries getting lost without warning	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/180	Carlit0, Leolingio	In Progress	3	
Terminate Metrics Reporter After Report Generation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/152	BeEugen	In Progress	1	
Extend (Unit) Test Coverage	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/115	BeEugen, Carlit0, Leolingio, SaraBelz, SeboKnt	In Progress	5	
loki interaction	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/186	SeboKnt	In Progress	3	
Leaf Queries: specialized/span queries	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/146	Carlit0, Leolingio	In Progress	2	
Bug: Duration/QPS division by 0 exception	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/182	SaraBelz	In Progress	1	
Load Generator add handling big data	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/184	SaraBelz	In Progress	5	
Setup Grafana Dev Container	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/178	SeboKnt	In Progress	2	
loki setup/research	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/185	SeboKnt	In Progress	2	
