Title	URL	Assignees	Status	Estimated size	Real size
Extend (Unit) Test Coverage	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/115		Product Backlog		
Load Generator Query Type Mix	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/104		Product Backlog		
Test Case Research	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/102		Product Backlog		
Add Linting to CI/CD Pipeline	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/103		Product Backlog		
Query Parameter Randomization	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/122		Product Backlog		
Refactoring: Load Generator Implementation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/98		Product Backlog		
Query Refactoring	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/117		Product Backlog		
Test Evaluation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/62	Carlit0, SaraBelz	Product Backlog	2	
View for Test Summary	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/63		Product Backlog		
Decide Integration of Load Testing Framework	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/18		Product Backlog	2	
Architecture (Diargram) Refactoring	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/118		Product Backlog		
implementation of Test Ramp-Up	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/88		Product Backlog	3	
Batch Processing for Persistent Data Generation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/114		Product Backlog	5	
CI/CD Pipeline Setup	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/61	SeboKnt	Sprint Backlog	3	
Configurable Test Duration Feature	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/112	BeEugen	Sprint Backlog	3	
Code Refactoring	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/78	BeEugen, Carlit0, Leolingio, SaraBelz, SeboKnt	In Progress	5	
Warm-Up Phase	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/109	SaraBelz	In Progress	3	
Optimize Random Generation of Test Data	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/119	SeboKnt	In Progress	3	
Complex Queries	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/120	Carlit0	In Progress	3	
Load Generator Load Test Synchronization	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/100	BeEugen, Leolingio	In Progress	5	
Shared Library Creation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/99	Carlit0	Awaiting Review	1	
Load Generator Functionality Definition	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/116	BeEugen, Carlit0, Leolingio, SaraBelz, SeboKnt	Awaiting Review	3	
Big Data Handling in MetricsReporter	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/94	Carlit0	Awaiting Review	5	
Configurable Queries per Second Feature	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/111	Leolingio, SaraBelz	Awaiting Review	3	
