Title	URL	Assignees	Status	Estimated size	Real size
Implementation of Load Test Scenarios	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/67		Product Backlog		
First System Test Creation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/61		Product Backlog		
Wiki Creation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/66		Product Backlog		
Research - How to destroy OpenSearch	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/68		Product Backlog		
Test Evaluation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/62		Product Backlog		
View for Test Summary	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/63		Product Backlog		
Decide Integration of Load Testing Framework	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/18		Product Backlog	2	
implementation of Test Ramp-Up	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/88		Product Backlog		
ReportCreator Component Prototype Implementation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/38	Carlit0	Sprint Backlog	5	
Architecture Refactoring	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/78	BeEugen, SeboKnt	Sprint Backlog	2	
Definitions of Done	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/77	engelharddirk, LeaBuchner, SaraBelz	In Progress	3	
Implementation of Batch Processing for Data Pre-Loading	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/79	BeEugen	In Progress	3	
Data Generation <-> OpenSearch Client Integration	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/44	BeEugen	Awaiting Review	3	
Load Generator Internal Component Integration	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/59	Leolingio, SeboKnt	Awaiting Review	5	
ReportController Component Prototype Implementation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/60	Leolingio, SaraBelz	Awaiting Review	5	
Implementation of MetricsReporterClient Prototype	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/81	Leolingio	Awaiting Review	3	
Build Process Video	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/64	SaraBelz	Awaiting Review	2	
Data Generation Ano/Duo Separation	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/80	BeEugen	Awaiting Review	3	
Load Generator Port Setup Dockerized Services	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/76	SeboKnt	Awaiting Review	3	
Unified Code Styling & Editor Configurations	https://github.com/amosproj/amos2025ws01-opensearch-load-tester/issues/50	Carlit0, Hydraneut	Feature Archive	1	2
